hour_of_day,is_weekend,is_night_transaction,country,city,merchant_category,payment_method,device_type,customer_age,credit_score,account_age_years,account_balance,transaction_amount,num_prev_transactions,transaction_freq_monthly,distance_from_home_km,time_since_last_txn_hrs,is_international,failed_attempts,pin_changed_recently,is_fraud
16,0,0,USA,Vancouver,Restaurant,Mobile Payment,Desktop,51,612,3.6,2348.48,9.22,163,23,71.7,1.46,0,0,0,0
23,0,1,USA,Delhi,Healthcare,Debit Card,ATM,32,717,0.4,29643.18,62.62,151,13,27.9,13.65,0,1,0,0
13,0,0,France,Mexico City,Clothing,Credit Card,Mobile,58,821,16.9,7137.05,35.04,174,19,1.6,4.49,0,1,0,0
9,0,0,Brazil,Mexico City,Utilities,Credit Card,Desktop,33,635,0.4,2063.71,27.46,148,16,17.5,9.21,0,0,0,0
0,0,1,Mexico,Lyon,Travel,Credit Card,Tablet,38,715,2.9,5891.5,458.07,136,16,71.1,15.24,0,0,0,1
20,0,0,France,London,Jewelry,Debit Card,ATM,29,565,3.8,6202.11,374.31,163,20,3.3,45.07,0,4,0,0
20,0,0,UK,Lyon,Grocery,Bank Transfer,Mobile,57,591,0.9,803.14,28.1,142,20,8.3,0.23,1,0,0,0
14,0,0,USA,Manchester,Entertainment,Credit Card,Mobile,26,618,1.2,9517.06,67.6,164,20,32.9,6.11,0,0,0,0
1,1,1,USA,Tokyo,Electronics,Credit Card,ATM,29,568,1.7,24561.49,375.98,173,22,8.4,2.92,0,0,1,0
18,0,0,USA,Paris,Electronics,Debit Card,Mobile,34,572,6.9,5475.23,122.61,133,25,16.0,6.19,1,0,0,0
1,0,1,India,Sydney,Education,Debit Card,Mobile,47,652,6.8,2145.88,18.85,170,21,0.2,14.02,0,5,0,0
23,0,1,UK,Delhi,Restaurant,Cheque,Desktop,32,515,1.1,2050.78,30.03,159,20,3.7,10.0,0,0,0,0
2,0,1,USA,New York,Utilities,Credit Card,Mobile,45,636,1.8,3528.37,21.05,155,17,0.5,1.3,0,0,0,0
8,0,0,Germany,Berlin,Jewelry,Mobile Payment,ATM,46,627,16.3,6373.13,282.17,163,18,12.1,3.21,0,1,0,0
18,1,0,USA,Melbourne,Restaurant,Credit Card,Desktop,40,604,2.7,17136.25,57.96,145,28,24.9,22.43,0,3,0,0
7,1,0,India,Lyon,ATM Withdrawal,Credit Card,ATM,28,737,8.3,63358.98,12.21,157,26,60.3,7.04,1,0,0,0
1,1,1,India,Berlin,Jewelry,Cheque,Tablet,43,779,1.4,507.93,442.85,146,14,62.9,10.16,0,0,1,1
16,1,0,USA,Tokyo,Online Shopping,Debit Card,Mobile,20,690,1.4,435.49,19.51,132,23,42.3,9.56,0,0,0,0
3,0,1,Brazil,Lyon,Gaming,Credit Card,Mobile,48,550,1.4,11171.27,73.62,165,16,5.0,12.9,0,0,0,0
9,0,0,Canada,Munich,Jewelry,Debit Card,Mobile,40,561,2.2,2297.7,592.45,131,15,29.9,10.4,0,1,0,0
13,1,0,USA,Delhi,Restaurant,Credit Card,Desktop,56,756,11.8,20964.8,46.4,151,22,69.9,11.9,0,3,0,1
6,0,1,Germany,Delhi,Travel,Debit Card,Mobile,62,657,2.5,6274.89,745.12,133,25,38.2,6.36,0,0,0,0
14,0,0,USA,Mexico City,Gaming,Debit Card,POS Terminal,40,705,1.0,1163.01,75.73,149,24,20.1,4.19,0,0,1,0
16,1,0,USA,Vancouver,Restaurant,Credit Card,Tablet,18,759,6.2,7410.09,42.0,146,15,4.0,0.67,0,0,0,0
2,1,1,USA,Mexico City,Electronics,Bank Transfer,POS Terminal,41,674,3.7,7889.57,1177.19,137,20,4.5,9.45,0,0,0,1
5,0,1,USA,Sydney,Electronics,Credit Card,Mobile,64,709,2.2,5566.69,383.46,166,22,18.9,28.29,0,0,0,0
16,1,0,France,Munich,Fuel,Credit Card,Mobile,34,714,8.8,6613.84,40.12,146,17,19.1,1.57,0,0,0,0
6,0,1,Japan,Melbourne,Travel,Debit Card,Mobile,40,738,5.7,10718.14,414.61,163,30,4.4,11.68,0,0,0,0
23,0,1,USA,Guadalajara,ATM Withdrawal,Debit Card,Desktop,34,791,3.8,33659.27,14.55,153,14,3.9,33.01,1,0,0,0
10,0,0,UK,Guadalajara,Crypto Exchange,Credit Card,Mobile,66,826,5.0,4565.6,31.41,145,24,7.6,39.56,0,0,0,0
11,0,0,USA,Mumbai,Education,Bank Transfer,Mobile,55,599,9.4,28526.5,72.52,165,20,38.2,5.99,0,0,0,0
4,0,1,USA,Paris,Fuel,Bank Transfer,ATM,33,745,1.3,17166.01,16.88,132,18,56.0,26.9,0,3,0,0
10,1,0,France,Mumbai,Clothing,Mobile Payment,POS Terminal,33,676,5.0,1624.81,14.53,149,22,0.8,23.32,0,0,0,0
11,1,0,Japan,Sydney,ATM Withdrawal,Credit Card,Mobile,25,766,0.1,6616.35,407.15,139,12,23.2,5.9,0,0,0,0
2,0,1,USA,Melbourne,Education,Credit Card,ATM,30,691,2.4,3777.95,55.69,152,18,37.7,22.44,0,0,0,0
19,0,0,USA,São Paulo,Electronics,Credit Card,ATM,27,522,2.8,25966.93,443.55,152,24,18.9,0.78,0,2,0,0
7,0,0,Germany,Guadalajara,Electronics,Bank Transfer,Mobile,22,499,13.0,9942.62,610.72,145,21,7.4,10.56,0,0,0,0
20,0,0,UK,Lyon,Gaming,Credit Card,ATM,35,697,7.9,7881.89,36.85,145,16,22.6,0.67,0,0,0,0
20,0,0,India,Paris,Restaurant,Credit Card,POS Terminal,57,792,6.0,19880.1,86.85,156,17,14.2,5.87,0,1,0,0
13,1,0,USA,Paris,Electronics,Credit Card,Mobile,40,678,2.5,4319.4,921.0,157,25,1.2,6.97,0,0,0,0
14,0,0,USA,Munich,Travel,Credit Card,Desktop,50,751,3.7,5519.83,1326.82,134,17,7.8,0.2,0,1,0,0
7,0,0,Germany,Toronto,Healthcare,Credit Card,Mobile,34,592,3.4,2876.22,124.54,148,20,1.0,0.85,0,0,0,0
11,0,0,Brazil,Manchester,Healthcare,Credit Card,Desktop,18,669,24.6,25508.23,106.05,137,25,3.5,2.72,0,0,0,0
12,0,0,Australia,Vancouver,Electronics,Credit Card,Desktop,60,850,3.8,5590.33,924.96,148,25,39.4,10.43,0,0,0,0
5,0,1,UK,Sydney,Gaming,Crypto,ATM,45,756,2.0,5610.01,34.97,151,25,8.7,58.41,0,1,0,0
8,1,0,USA,Berlin,Entertainment,Credit Card,Mobile,29,609,18.8,37482.63,72.92,139,19,23.7,2.22,1,0,0,0
19,1,0,Brazil,Toronto,Electronics,Debit Card,Desktop,44,567,1.7,14147.95,739.65,155,20,6.0,1.24,0,1,0,0
7,0,0,Canada,Lyon,Gaming,Credit Card,Mobile,46,740,5.1,7418.1,33.05,138,9,7.5,2.46,0,2,0,0
9,0,0,India,Melbourne,Jewelry,Debit Card,Tablet,38,712,8.0,1935.95,953.79,140,31,34.6,27.8,1,0,0,0
1,1,1,Germany,Manchester,Entertainment,Mobile Payment,Mobile,56,653,9.1,1351.54,21.16,150,17,19.7,3.14,0,4,0,0
15,0,0,India,Sydney,Electronics,Mobile Payment,POS Terminal,18,681,3.6,744.31,734.23,172,22,20.7,22.43,0,0,0,0
19,0,0,India,Delhi,Travel,Credit Card,Tablet,27,596,5.6,141.73,105.48,165,14,14.7,15.62,0,0,0,0
13,0,0,UK,Osaka,ATM Withdrawal,Debit Card,Tablet,18,677,13.6,2651.51,106.22,178,21,23.6,17.51,0,5,1,0
0,0,1,UK,São Paulo,ATM Withdrawal,Mobile Payment,Desktop,62,699,13.0,29431.8,124.62,140,16,4.5,76.34,1,0,0,0
16,0,0,Germany,Manchester,Grocery,Debit Card,Tablet,62,547,13.3,2523.39,48.91,158,18,34.7,7.41,0,0,1,0
19,0,0,USA,Los Angeles,Crypto Exchange,Crypto,Desktop,29,661,9.7,33706.73,104.32,146,14,36.0,23.68,0,0,0,0
19,0,0,Australia,Vancouver,Jewelry,Credit Card,Desktop,47,742,3.4,38130.14,421.76,166,22,21.4,1.2,0,0,1,0
14,0,0,France,Vancouver,Clothing,Crypto,Desktop,18,779,0.8,34658.56,19.29,154,30,4.1,12.75,0,0,0,0
0,1,1,USA,Mexico City,Education,Debit Card,Mobile,27,622,3.7,25882.57,9.91,174,10,12.8,18.87,0,0,0,0
20,0,0,USA,Manchester,Crypto Exchange,Credit Card,Desktop,53,620,1.8,30815.71,56.73,157,22,24.8,40.26,0,0,0,0
11,1,0,USA,Berlin,Utilities,Debit Card,Mobile,47,762,10.7,3549.47,630.61,161,17,43.0,0.7,0,3,0,0
21,0,0,India,Tokyo,Online Shopping,Bank Transfer,ATM,51,602,0.1,623.99,46.4,132,13,0.5,18.35,0,0,0,0
17,1,0,Germany,Rio,Restaurant,Debit Card,Mobile,53,710,3.4,40822.46,16.31,143,25,19.2,15.63,0,0,0,0
3,0,1,France,Lyon,Online Shopping,Debit Card,Mobile,59,607,7.3,1255.22,74.21,174,24,35.7,13.35,0,0,0,0
16,0,0,USA,New York,Jewelry,Mobile Payment,Mobile,43,677,2.6,2079.19,1356.76,174,21,8.8,14.04,0,0,1,0
0,0,1,India,Munich,Restaurant,Debit Card,Mobile,45,690,5.9,631.7,51.85,150,22,10.7,6.62,0,1,0,0
0,1,1,Japan,Berlin,ATM Withdrawal,Debit Card,Desktop,18,634,0.7,10981.35,24.34,151,29,47.8,6.48,0,0,0,0
11,0,0,Canada,London,Entertainment,Mobile Payment,Tablet,45,593,5.4,19534.39,15.63,143,22,3.7,0.74,0,0,0,0
19,0,0,USA,Toronto,Fuel,Bank Transfer,Mobile,68,741,2.4,13537.34,38.36,139,21,9.7,25.57,0,1,0,0
4,1,1,USA,Osaka,Gaming,Credit Card,Desktop,50,761,1.0,7088.44,160.48,164,15,22.3,8.47,0,0,0,0
3,0,1,Japan,Berlin,Gaming,Credit Card,Desktop,33,814,3.0,7740.1,148.12,152,12,0.9,0.21,0,1,0,1
13,0,0,Mexico,Rio,Travel,Credit Card,Desktop,33,646,3.1,2787.61,240.42,156,19,50.2,17.64,0,0,0,0
22,0,1,Mexico,New York,Jewelry,Credit Card,POS Terminal,51,769,7.4,3179.52,698.72,147,18,46.2,35.37,0,0,0,0
22,0,1,UK,Toronto,Gaming,Credit Card,Mobile,33,718,2.9,1379.99,28.81,157,19,40.1,17.45,0,0,0,0
2,0,1,India,Delhi,Utilities,Mobile Payment,POS Terminal,51,659,2.3,58923.34,247.31,161,21,30.7,13.75,0,0,0,0
18,0,0,USA,Mumbai,ATM Withdrawal,Debit Card,Mobile,51,549,0.7,14678.03,105.45,143,16,19.8,6.54,0,0,0,0
20,0,0,Mexico,Lyon,Online Shopping,Credit Card,Tablet,48,740,1.2,1808.73,114.65,141,19,26.6,22.89,0,0,0,0
15,0,0,USA,Lyon,Gaming,Credit Card,Mobile,44,649,0.7,5979.54,10.77,138,20,18.3,2.36,1,0,0,0
10,1,0,Canada,Guadalajara,Fuel,Debit Card,Desktop,23,648,0.9,9744.76,46.86,131,16,8.3,30.71,0,0,1,0
1,0,1,USA,Guadalajara,Fuel,Debit Card,POS Terminal,18,826,1.8,5745.34,65.55,154,20,2.8,1.56,0,1,0,1
22,0,1,Mexico,Lyon,Clothing,Credit Card,Mobile,33,694,4.3,5442.98,14.4,161,19,34.5,7.09,1,0,0,0
14,0,0,France,Vancouver,Utilities,Credit Card,Mobile,50,675,10.3,22758.14,35.93,153,19,7.7,10.19,0,0,0,0
19,0,0,India,Melbourne,Healthcare,Credit Card,Mobile,41,821,1.0,15454.24,23.94,138,28,15.0,13.62,0,1,0,0
16,0,0,India,Los Angeles,Electronics,Credit Card,Mobile,22,777,6.9,2077.11,430.47,144,19,19.4,7.68,0,0,0,0
3,1,1,UK,Melbourne,Clothing,Mobile Payment,ATM,32,746,2.2,2598.14,56.84,142,19,4.0,6.33,0,0,0,0
17,1,0,UK,Mexico City,ATM Withdrawal,Credit Card,Mobile,57,704,1.9,1119.07,68.88,157,18,16.6,10.67,0,0,0,0
12,0,0,Mexico,Manchester,Travel,Mobile Payment,Mobile,39,580,5.0,5364.07,212.65,161,15,25.1,29.69,0,0,0,0
19,1,0,India,Guadalajara,Education,Credit Card,Desktop,29,578,11.3,9614.51,64.2,139,24,55.3,2.58,1,0,0,0
4,1,1,Mexico,Rio,Crypto Exchange,Credit Card,Mobile,40,572,4.2,4263.28,68.79,156,16,9.7,26.75,0,0,0,0
8,0,0,USA,Munich,Jewelry,Credit Card,Mobile,27,585,1.3,12591.18,280.84,142,20,10.0,7.87,0,0,0,0
14,0,0,India,Toronto,Education,Debit Card,Mobile,53,658,2.6,9854.22,43.17,147,22,2.8,6.51,0,0,1,0
12,0,0,USA,New York,Clothing,Bank Transfer,Desktop,18,640,2.0,27047.23,68.49,155,19,17.0,17.22,0,0,0,0
19,0,0,USA,São Paulo,Restaurant,Bank Transfer,Mobile,31,679,2.5,6571.94,95.51,132,22,15.1,11.78,0,0,0,0
14,1,0,Australia,Melbourne,Education,Credit Card,Mobile,27,751,8.8,17020.7,31.34,143,28,11.2,16.67,0,0,0,0
7,0,0,USA,London,Electronics,Credit Card,Desktop,25,499,25.9,16413.94,436.36,143,19,7.0,12.78,0,0,0,0
2,1,1,Brazil,São Paulo,Education,Bank Transfer,Mobile,18,752,4.6,4409.0,29.63,133,22,9.5,1.57,0,0,0,0
14,0,0,USA,Munich,Travel,Credit Card,Mobile,18,769,15.2,3523.48,247.68,164,23,18.2,11.57,1,0,0,0
17,1,0,France,Munich,Entertainment,Debit Card,POS Terminal,50,758,1.7,6360.88,192.53,180,20,8.3,14.56,0,0,0,0
6,0,1,Brazil,Guadalajara,Grocery,Bank Transfer,Mobile,45,774,5.0,24205.14,82.41,152,19,32.9,44.61,0,0,0,0
21,0,0,UK,Rio,Jewelry,Debit Card,ATM,38,711,25.5,22388.61,280.21,124,19,33.9,11.79,0,0,0,0
10,0,0,USA,London,Restaurant,Debit Card,Mobile,58,706,0.3,909.27,17.43,164,21,17.2,11.86,0,0,0,1
22,0,1,Japan,Tokyo,Crypto Exchange,Bank Transfer,ATM,39,711,0.2,12159.43,91.48,161,17,74.5,3.44,0,0,0,0
13,1,0,Mexico,Sydney,ATM Withdrawal,Bank Transfer,Desktop,52,648,14.5,9383.4,105.21,158,26,3.1,5.63,0,0,0,0
4,0,1,Japan,Mexico City,Healthcare,Bank Transfer,Mobile,37,749,0.8,28482.74,23.42,146,22,6.7,4.27,0,0,0,0
13,0,0,France,Berlin,Grocery,Credit Card,POS Terminal,42,700,0.1,4680.44,55.85,155,20,25.7,2.53,0,0,0,0
19,1,0,Canada,New York,ATM Withdrawal,Credit Card,Desktop,61,697,2.4,1351.22,56.12,157,20,24.6,1.27,0,3,1,0
6,0,1,Australia,Sydney,Education,Bank Transfer,Mobile,57,632,6.9,3837.95,29.44,165,17,51.8,2.11,1,0,0,0
7,1,0,Germany,Los Angeles,Education,Bank Transfer,ATM,29,707,3.6,4151.34,41.62,155,16,2.2,24.78,0,0,0,0
9,0,0,USA,Mexico City,Utilities,Credit Card,Mobile,51,707,9.2,24230.26,97.71,165,22,0.7,7.47,0,3,0,0
3,0,1,France,Vancouver,Crypto Exchange,Credit Card,Mobile,28,653,1.6,1940.76,54.46,145,25,22.0,25.88,0,0,1,1
17,0,0,India,Melbourne,Healthcare,Debit Card,Mobile,42,669,5.3,4664.88,33.45,151,19,3.2,0.49,0,0,0,0
3,1,1,India,Lyon,Fuel,Crypto,Desktop,54,526,0.3,28016.8,28.74,130,23,0.7,10.72,1,0,0,0
5,0,1,Brazil,Los Angeles,Grocery,Mobile Payment,Desktop,41,640,7.3,16389.16,30.46,145,19,6.9,46.56,0,0,0,0
12,0,0,India,Vancouver,Grocery,Debit Card,ATM,26,600,7.7,10907.06,62.27,159,20,11.2,6.38,0,0,0,0
9,0,0,UK,London,Fuel,Debit Card,Mobile,43,704,0.2,1734.04,27.57,139,20,19.7,2.96,0,0,0,0
22,1,1,Brazil,Manchester,Grocery,Mobile Payment,POS Terminal,18,710,2.1,65665.95,74.15,151,18,8.3,64.91,1,0,0,1
12,0,0,USA,Paris,Gaming,Debit Card,Desktop,48,731,4.4,9301.83,68.19,146,25,17.5,0.95,0,0,0,0
16,0,0,Mexico,Lyon,Entertainment,Credit Card,POS Terminal,18,561,10.4,39838.08,52.32,128,19,15.4,11.65,1,1,0,0
14,0,0,Mexico,Melbourne,Electronics,Mobile Payment,Mobile,26,781,2.3,2540.7,1194.14,150,24,5.9,10.41,0,0,0,0
8,1,0,UK,Manchester,Travel,Credit Card,Desktop,29,610,8.6,1451.16,627.52,145,21,6.8,10.04,0,3,0,0
1,0,1,Canada,Tokyo,Jewelry,Credit Card,Desktop,39,673,5.9,9096.94,253.51,136,16,18.2,9.24,0,1,0,1
6,1,1,Japan,Toronto,ATM Withdrawal,Credit Card,Desktop,39,738,1.6,402425.91,146.56,151,24,1.2,4.2,0,0,0,0
20,1,0,Germany,Toronto,ATM Withdrawal,Credit Card,Desktop,19,669,3.1,22788.41,10.04,169,29,55.6,8.45,0,0,0,0
14,0,0,Mexico,Manchester,Online Shopping,Credit Card,Desktop,47,749,0.1,10227.2,11.36,156,25,2.9,47.57,0,0,1,0
11,0,0,India,Manchester,Gaming,Credit Card,Mobile,38,682,12.3,1643.8,65.32,177,24,42.6,8.88,1,0,0,0
18,0,0,Mexico,Berlin,Online Shopping,Bank Transfer,Mobile,50,501,4.9,42590.89,58.51,162,22,50.9,0.18,0,0,0,0
17,1,0,USA,Mumbai,Gaming,Credit Card,Mobile,62,697,5.1,14259.21,121.18,136,21,8.2,6.4,0,0,0,0
3,0,1,UK,Mumbai,Utilities,Credit Card,Desktop,41,576,5.3,898.82,344.8,157,23,5.5,4.94,0,0,0,0
19,0,0,UK,São Paulo,Restaurant,Credit Card,Mobile,71,681,3.6,3988.05,19.51,137,20,0.3,9.79,0,3,0,0
10,0,0,USA,Mumbai,Online Shopping,Credit Card,Mobile,37,685,0.1,10955.7,10.41,179,16,54.5,3.39,0,0,0,0
23,0,1,USA,London,Clothing,Debit Card,Tablet,49,697,26.2,4391.03,23.3,162,13,20.9,5.93,0,0,0,0
11,1,0,Brazil,New York,Gaming,Debit Card,Mobile,50,594,8.2,9347.61,212.0,157,19,0.0,1.77,0,0,0,0
1,1,1,Canada,Osaka,Electronics,Debit Card,Desktop,42,630,4.8,13674.95,2306.07,138,20,7.0,11.59,0,0,0,0
7,1,0,Japan,Tokyo,Restaurant,Debit Card,Desktop,42,691,3.9,1824.86,30.95,168,20,23.4,1.28,0,0,0,0
12,1,0,UK,Osaka,Restaurant,Cheque,Mobile,21,698,3.5,4047.0,297.62,147,28,42.5,67.68,0,0,1,0
13,0,0,Mexico,Berlin,Clothing,Mobile Payment,Mobile,82,605,0.8,7648.43,3.92,158,22,3.2,15.86,0,0,0,1
6,1,1,Canada,Lyon,Entertainment,Bank Transfer,Desktop,25,575,7.9,5817.02,27.69,149,22,1.3,29.19,1,0,0,0
13,1,0,Australia,Sydney,Utilities,Bank Transfer,Desktop,38,696,1.1,13229.65,46.98,154,9,7.1,6.14,0,0,0,0
3,0,1,Japan,Munich,Grocery,Mobile Payment,Desktop,51,641,0.1,1505.87,18.98,147,33,27.2,8.82,0,0,1,0
2,1,1,USA,Manchester,ATM Withdrawal,Debit Card,ATM,39,630,5.7,5838.19,156.75,154,20,4.2,45.28,0,0,0,1
5,0,1,France,Melbourne,Restaurant,Credit Card,Mobile,54,616,0.7,9200.64,109.06,153,17,11.0,11.29,0,3,0,1
15,1,0,USA,Mexico City,Travel,Credit Card,Mobile,20,652,0.3,6821.7,180.14,126,19,3.3,6.74,0,1,0,0
17,0,0,Mexico,Mumbai,Restaurant,Credit Card,Mobile,33,724,5.2,2688.84,31.72,160,17,5.9,38.45,1,0,0,0
8,1,0,France,Osaka,Utilities,Mobile Payment,Mobile,42,633,3.0,5235.22,24.49,148,22,31.5,1.51,0,0,0,0
18,0,0,UK,Los Angeles,Restaurant,Credit Card,Mobile,31,556,1.7,7635.44,23.6,150,30,15.9,0.73,0,0,0,0
8,1,0,Germany,New York,Jewelry,Credit Card,POS Terminal,28,618,5.3,25495.42,411.81,154,23,12.7,18.06,0,2,0,0
6,0,1,Germany,Guadalajara,Utilities,Debit Card,Mobile,37,688,8.0,7055.22,376.57,147,21,1.2,3.11,0,1,0,0
12,0,0,Japan,Melbourne,Gaming,Mobile Payment,Mobile,45,712,7.0,3095.65,40.06,122,17,18.8,3.82,0,0,0,0
19,0,0,France,Sydney,Crypto Exchange,Bank Transfer,Desktop,29,586,5.1,3533.66,151.09,161,22,11.4,11.48,0,1,0,0
22,1,1,Australia,Melbourne,Gaming,Credit Card,Tablet,55,559,1.7,7490.1,135.39,150,22,28.9,2.53,0,0,0,0
0,0,1,USA,New York,Utilities,Debit Card,Mobile,29,673,1.2,28706.72,47.14,168,13,30.3,5.18,0,0,0,0
5,1,1,France,New York,Travel,Credit Card,Desktop,43,752,0.6,7793.09,2206.68,140,18,35.6,58.86,0,0,0,0
1,0,1,USA,Osaka,Travel,Credit Card,Mobile,43,687,3.1,3391.23,339.29,125,12,19.9,34.17,0,1,0,0
18,0,0,India,Munich,Gaming,Credit Card,Desktop,28,665,3.0,6037.78,57.51,157,21,81.0,28.04,0,3,0,0
17,1,0,Brazil,Munich,Grocery,Credit Card,Mobile,41,707,6.9,11231.85,40.15,157,25,13.4,8.36,0,0,0,0
19,0,0,Australia,New York,Electronics,Debit Card,Mobile,51,654,2.6,4652.44,752.08,163,27,0.4,4.09,0,0,0,0
7,0,0,USA,Los Angeles,Education,Crypto,ATM,29,628,0.3,1528.35,112.06,141,17,29.4,11.7,0,2,0,0
7,0,0,Brazil,Sydney,Travel,Bank Transfer,Mobile,45,634,11.8,4892.54,159.37,155,24,27.5,31.25,0,0,0,0
15,0,0,Mexico,Munich,Restaurant,Bank Transfer,Desktop,18,478,1.9,1208.08,5.08,137,15,75.9,15.04,0,0,1,0
14,0,0,Germany,London,Entertainment,Credit Card,Tablet,31,604,5.0,3409.77,286.9,162,17,4.1,21.58,0,5,0,0
18,0,0,UK,Guadalajara,Healthcare,Bank Transfer,Desktop,48,697,7.7,7455.28,80.3,165,20,49.4,4.18,0,0,0,0
23,0,1,Australia,Sydney,Travel,Mobile Payment,Tablet,56,667,23.2,2999.14,385.95,145,21,6.8,26.58,0,0,0,0
1,0,1,USA,Toronto,Travel,Debit Card,Desktop,37,587,0.5,846.89,2551.75,145,18,125.5,26.18,1,0,0,0
21,0,0,India,Delhi,Utilities,Credit Card,Mobile,37,775,1.8,2945.14,40.99,176,17,4.9,19.34,0,0,1,0
22,0,1,India,Rio,Gaming,Credit Card,POS Terminal,37,723,4.8,23455.71,36.24,136,19,38.9,4.27,0,0,0,0
9,0,0,India,Berlin,Fuel,Debit Card,POS Terminal,55,704,2.3,7054.98,29.09,162,23,66.6,4.99,0,0,0,0
9,0,0,USA,Los Angeles,Entertainment,Debit Card,ATM,29,630,13.4,35129.5,59.95,169,24,18.7,2.51,0,0,1,0
3,1,1,Japan,Melbourne,Healthcare,Bank Transfer,ATM,54,661,3.8,6484.74,229.48,146,21,60.4,2.83,0,0,1,0
4,0,1,Australia,Rio,Travel,Credit Card,Desktop,18,776,6.9,25786.63,1136.47,147,22,63.6,12.1,0,0,0,0
8,0,0,UK,Lyon,Travel,Credit Card,Mobile,40,614,6.1,26477.71,516.53,141,28,13.1,15.76,0,0,0,0
16,0,0,USA,Osaka,Grocery,Debit Card,POS Terminal,58,676,5.7,2025.29,1300.8,180,23,14.0,38.98,0,0,0,0
23,0,1,Mexico,Sydney,Fuel,Debit Card,POS Terminal,51,682,11.2,4819.42,341.07,153,13,9.6,73.82,0,0,0,0
5,0,1,UK,Toronto,Healthcare,Debit Card,Desktop,65,579,1.1,4390.79,96.68,133,12,9.5,4.92,0,0,0,0
18,0,0,Australia,New York,Grocery,Credit Card,Mobile,48,828,6.7,7910.07,21.3,146,17,38.3,22.22,1,1,0,0
8,1,0,India,Munich,Travel,Bank Transfer,Desktop,51,731,1.0,35101.02,64.11,160,19,12.2,18.42,0,0,0,0
2,0,1,France,Tokyo,Electronics,Debit Card,Tablet,31,628,1.0,16638.11,593.49,134,19,23.8,9.75,0,1,0,0
15,0,0,France,Melbourne,Online Shopping,Bank Transfer,Mobile,28,687,3.4,7532.03,44.67,141,19,4.9,5.56,0,1,0,0
8,1,0,Japan,Manchester,Utilities,Debit Card,Mobile,42,613,0.1,15330.14,40.13,164,20,10.4,16.86,0,0,0,0
17,0,0,USA,Toronto,Restaurant,Credit Card,ATM,59,656,10.9,3035.08,78.05,158,21,24.8,27.69,0,0,0,0
1,0,1,USA,Osaka,Utilities,Mobile Payment,Mobile,55,572,15.7,7021.26,12.81,147,13,26.6,3.74,1,1,0,0
18,0,0,USA,Mumbai,Restaurant,Mobile Payment,Mobile,30,682,4.5,14972.01,1.37,156,17,30.9,1.72,0,0,0,0
21,0,0,USA,Toronto,ATM Withdrawal,Credit Card,ATM,59,749,3.8,3401.17,145.37,141,18,15.9,4.5,0,0,0,1
3,0,1,UK,Mexico City,Healthcare,Credit Card,ATM,55,632,5.1,221275.9,75.66,143,23,17.2,28.09,0,0,0,0
13,0,0,Japan,New York,Restaurant,Bank Transfer,Mobile,37,638,0.4,20881.35,39.77,140,18,128.0,5.77,0,0,0,0
13,0,0,USA,Berlin,Entertainment,Debit Card,Mobile,39,806,2.1,47449.95,21.49,156,15,11.9,3.11,0,0,0,0
7,0,0,Canada,Mumbai,Gaming,Bank Transfer,Mobile,49,695,5.6,19082.3,42.94,161,27,9.0,1.39,0,1,0,0
19,0,0,USA,Tokyo,Online Shopping,Crypto,Mobile,37,694,3.3,14611.9,41.04,145,18,10.9,7.05,0,3,1,0
13,1,0,UK,Mumbai,Restaurant,Bank Transfer,Mobile,33,595,12.3,5638.66,27.07,182,16,10.1,0.58,0,0,0,0
10,0,0,USA,Los Angeles,Fuel,Credit Card,Mobile,28,655,2.5,953.36,105.78,148,30,44.8,6.69,0,0,0,0
3,0,1,Canada,London,Restaurant,Cheque,Desktop,38,735,8.8,8629.21,58.72,172,15,23.7,0.91,1,0,0,0
0,1,1,Canada,Osaka,Restaurant,Debit Card,Mobile,57,571,2.3,327.75,90.95,154,22,24.9,32.23,0,0,0,0
18,0,0,Canada,Manchester,Travel,Credit Card,Tablet,49,573,7.7,13066.31,383.97,149,17,22.4,0.26,0,0,0,0
10,0,0,Germany,Tokyo,Healthcare,Debit Card,POS Terminal,33,682,6.0,23253.72,84.68,145,23,46.7,13.1,1,2,0,0
10,1,0,Mexico,London,Online Shopping,Mobile Payment,Tablet,45,652,0.3,5320.95,24.03,148,17,2.1,3.76,0,2,0,0
20,0,0,France,Munich,Gaming,Credit Card,Desktop,49,793,7.7,2706.59,33.52,142,18,4.1,28.42,0,0,0,0
1,1,1,Mexico,Delhi,Restaurant,Credit Card,Mobile,37,691,3.1,1000.67,80.41,131,15,5.7,4.15,0,0,0,0
3,1,1,Canada,Mexico City,Crypto Exchange,Credit Card,Mobile,40,508,2.3,527.25,259.72,163,19,12.5,11.93,0,0,0,0
19,0,0,Japan,Munich,Grocery,Debit Card,Desktop,32,684,5.8,7821.99,102.49,144,23,15.4,1.95,0,0,0,0
4,1,1,Japan,Melbourne,Healthcare,Credit Card,Desktop,31,528,7.8,8693.8,128.31,148,18,30.3,10.68,1,0,1,0
23,0,1,USA,Delhi,Utilities,Credit Card,Tablet,48,671,1.8,47684.38,778.35,160,17,8.3,16.18,0,1,0,0
11,0,0,India,New York,Grocery,Credit Card,Desktop,18,715,1.5,46065.67,61.59,131,15,6.9,38.73,1,0,0,0
18,0,0,France,Paris,Utilities,Debit Card,Desktop,38,597,2.7,6289.92,98.92,143,25,9.6,2.66,0,1,1,0
